29.85001	-85.50001
29.90001	-85.55
29.95001	-85.60001
30.10001	-85.8
30.00001	-85.65
30.20001	-85.95
29.97861	-85.6284
30.03135	-85.68647
29.88498	-85.4869
29.9379	-85.52551
29.9802	-85.5609
30.01191	-85.59344
30.0333	-85.61855
30.0654	-85.65945
30.1433	-85.76674
30.08356	-85.64499
30.07265	-85.62183
30.03611	-85.56764
30.02201	-85.55154
30.06185	-85.74369
30.09475	-85.71631
30.10168	-85.71041
30.07512	-85.65143
30.04646	-85.60522
30.02771	-85.57628
29.99418	-85.54349
29.96241	-85.50987
29.94717	-85.426
29.90965	-85.44629
30.00315	-85.53171
30.11953	-85.73208
30.1081	        -85.74722
30.08607	-85.77143
30.23537	-85.92824
30.04839	-85.58026
30.07779	-85.63271
29.964052	-85.58102
29.997825	-85.607355
30.020312	-85.630714
30.046879	-85.673226
30.074599	-85.731091
